cod_mun;UF;Município;pop2019;pib2017milreais;export_fob_2019;import_fob_2019;pip_per_capita17;hierarquia_urbana07;hierarquia;voos_dom;voos_int;indice_proximidade;indice_intermediacao
1506351;PA;Santa Bárbara do Pará ;21079;165802;18968516;0;809;Centro Local;1;0;0;0,22921424;0,00000000
1506401;PA;Santa Cruz do Arari ;10128;68177;0;0;693;Centro Local;1;0;0;0,30032692;0,00000000
1506500;PA;Santa Izabel do Pará ;70801;718727;1471590;0;1044;Centro Local;1;0;0;0,36385607;0,00053981
1506559;PA;Santa Luzia do Pará ;19848;164117;0;0;850;Centro Local;1;0;0;0,30557592;0,00000163
1506583;PA;Santa Maria das Barreiras ;21449;375718;0;0;1802;Centro Local;1;0;0;0,33127559;0,00000685
1506609;PA;Santa Maria do Pará ;24861;310553;6753;0;1284;Centro Local;1;0;0;0,39286750;0,00123780
1506708;PA;Santana do Araguaia ;72817;803114;199505577;235973;1135;Centro Local;1;0;0;0,33902546;0,00004248
1506807;PA;Santarém ;304589;4835188;175385277;54687964;1632;Capital Regional C;6;177;0;0,36278447;0,00604444
1506906;PA;Santarém Novo ;6709;41219;0;0;632;Centro Local;1;0;0;0,30149636;0,00000026
1507003;PA;Santo Antônio do Tauá ;31482;343979;0;0;1124;Centro Local;1;0;0;0,30052675;0,00000245
1507102;PA;São Caetano de Odivelas ;18050;131225;0;0;747;Centro Local;1;0;0;0,30051009;0,00000242
1507151;PA;São Domingos do Araguaia ;25557;272420;0;0;1096;Centro Local;1;0;0;0,34799358;0,00014147
1507201;PA;São Domingos do Capim ;31989;309219;185296;24137;994;Centro Local;1;0;0;0,30104421;0,00000000
1507300;PA;São Félix do Xingu ;128481;1392553;9905544;0;1116;Centro Local;1;0;0;0,35856047;0,00026960
1507409;PA;São Francisco do Pará ;15882;204133;0;0;1321;Centro Local;1;0;0;0,30121152;0,00000290
1507458;PA;São Geraldo do Araguaia ;24847;441431;22149602;0;1825;Centro Local;1;0;0;0,34498122;0,00006907
1507466;PA;São João da Ponta ;6139;42207;0;0;707;Centro Local;1;0;0;0,30106093;0,00000000
1507474;PA;São João de Pirabas ;23045;158966;0;0;709;Centro Local;1;0;0;0,30152990;0,00000003
1507508;PA;São João do Araguaia ;13996;116984;0;0;859;Centro Local;1;0;0;0,33278075;0,00000073
1507607;PA;São Miguel do Guamá ;58986;668079;0;0;1165;Centro Local;1;0;0;0,37741104;0,00023764
1507706;PA;São Sebastião da Boa Vista ;26640;206889;0;0;799;Centro Local;1;0;0;0,30037686;0,00000003
1507755;PA;Sapucaia ;5930;107990;0;0;1873;Centro Local;1;0;0;0,30781463;0,00000011
1507805;PA;Senador José Porfírio ;11658;126966;123056;0;1118;Centro Local;1;0;0;0,30844525;0,00013878
1507904;PA;Soure ;25374;175010;0;0;709;Centro Local;1;0;0;0,30032692;0,00000000
1507953;PA;Tailândia ;106339;846501;8268043;307349;819;Centro Local;1;0;0;0,32774989;0,00003635
1507961;PA;Terra Alta ;11720;71815;0;0;630;Centro Local;1;0;0;0,30109438;0,00000007
1507979;PA;Terra Santa ;18769;527237;0;0;2888;Centro Local;1;0;0;0,26847632;0,00004134
1508001;PA;Tomé-Açu ;63447;639356;4895095;0;1036;Centro Local;1;0;0;0,30124500;0,00000194
1508035;PA;Tracuateua ;30959;248328;0;0;825;Centro Local;1;0;0;0,30161380;0,00000269
1508050;PA;Trairão ;18989;329440;0;0;1784;Centro Local;1;0;0;0,33879235;0,00000339
1508084;PA;Tucumã ;39602;756892;36223823;0;1966;Centro de Zona B;2;0;0;0,35613378;0,00028559
1508100;PA;Tucuruí ;113659;6460221;148970;233054;5846;Centro Subregional B;4;0;0;0,34458643;0,00015033
1508126;PA;Ulianópolis ;59210;1245378;515220;0;2165;Centro Local;1;0;0;0,32109005;0,00000099
1508159;PA;Uruará ;45476;511963;480519;0;1157;Centro Local;1;0;0;0,33560372;0,00000222
1508209;PA;Vigia ;53686;373286;824697;0;715;Centro de Zona B;2;0;0;0,30051009;0,00000242
1508308;PA;Viseu ;61403;613441;0;0;1027;Centro Local;1;0;0;0,30164737;0,00000261
1508357;PA;Vitória do Xingu ;15134;3088045;0;122490;20980;Centro Local;1;0;0;0,30614550;0,00009591
1508407;PA;Xinguara ;44751;1217202;51992128;106012110;2796;Centro de Zona B;2;0;0;0,35903551;0,00024961
1600055;AP;Serra do Navio ;5397;70828;0;0;1386;Centro Local;1;0;0;0,23130761;0,00000000
1600105;AP;Amapá ;9109;166932;0;0;1906;Centro Local;1;0;0;0,23133723;0,00000003
1600154;AP;Pedra Branca do Amapari ;16502;280992;176045528;8061348;1858;Centro Local;1;0;0;0,23130761;0,00000000
1600204;AP;Calçoene ;11117;146922;0;0;1396;Centro Local;1;0;0;0,23132736;0,00000000
1600212;AP;Cutias ;5983;72795;0;0;1291;Centro Local;1;0;0;0,23128787;0,00000000
1600238;AP;Ferreira Gomes ;7780;499821;0;0;6875;Centro Local;1;0;0;0,23131749;0,00000000
1600253;AP;Itaubal ;5503;65752;0;0;1271;Centro Local;1;0;0;0,23128787;0,00000000
1600279;AP;Laranjal do Jari ;50410;850522;0;0;1789;Centro Local;1;0;0;0,31222997;0,00004284
1600303;AP;Macapá ;503327;9994877;9099852;106029362;2105;Capital Regional C;6;170;0;0,30086039;0,00449078
1600402;AP;Mazagão ;21632;244713;27474;46216;1200;Centro Local;1;0;0;0,23128787;0,00000000
1600501;AP;Oiapoque ;27270;394500;0;0;1546;Centro Local;1;0;0;0,23132736;0,00000000
1600535;AP;Porto Grande ;21971;331983;773507;0;1611;Centro Local;1;0;0;0,23135698;0,00000038
1600550;AP;Pracuúba ;5120;62942;0;0;1317;Centro Local;1;0;0;0,23129774;0,00000000
1600600;AP;Santana ;121364;1909860;67193857;7213075;1654;sem classificação;0;0;0;0,31371187;0,00000772
1600709;AP;Tartarugalzinho ;17315;202004;0;0;1254;Centro Local;1;0;0;0,23134711;0,00000020
1600808;AP;Vitória do Jari ;15931;184443;0;0;1230;Centro Local;1;0;0;0,31222997;0,00004284
1700251;TO;Abreulândia ;2579;56177;0;0;2185;Centro Local;1;0;0;0,30793705;0,00000000
1700301;TO;Aguiarnópolis ;6733;120925;754934;0;1872;Centro Local;1;0;0;0,33637436;0,00000047
1700350;TO;Aliança do Tocantins ;5390;114813;0;0;2077;Centro Local;1;0;0;0,36976395;0,00017667
1700400;TO;Almas ;7055;150013;0;65805;2063;Centro Local;1;0;0;0,33887708;0,00001271
1700707;TO;Alvorada ;8412;325873;10861583;0;3827;Centro Local;1;0;0;0,39255450;0,00053666
1701002;TO;Ananás ;9549;122460;0;0;1256;Centro Local;1;0;0;0,31443987;0,00000077
1701051;TO;Angico ;3433;35291;0;0;1031;Centro Local;1;0;0;0,32564287;0,00000117
1701101;TO;Aparecida do Rio Negro ;4795;90878;0;0;1923;Centro Local;1;0;0;0,30488834;0,00000003
1701309;TO;Aragominas ;5758;63046;0;0;1075;Centro Local;1;0;0;0,29658003;0,00000020
1701903;TO;Araguacema ;7086;132052;688753;0;1886;Centro Local;1;0;0;0,30795455;0,00000018
1702000;TO;Araguaçu ;8517;183886;0;0;2116;Centro de Zona B;2;0;0;0,33206715;0,00000904
1702109;TO;Araguaína ;180470;4013612;100999994;1191005;2281;Capital Regional C;6;29;0;0,42142913;0,00678352
1702158;TO;Araguanã ;5729;64247;0;0;1138;Centro Local;1;0;0;0,30478547;0,00000038
1702208;TO;Araguatins ;35761;383398;0;0;1089;Centro de Zona B;2;0;0;0,35201663;0,00063791
1702307;TO;Arapoema ;6643;98066;0;0;1452;Centro Local;1;0;0;0,31013962;0,00000187
1702406;TO;Arraias ;10567;157609;0;4104251;1469;Centro Local;1;0;0;0,34794890;0,00016709
1702554;TO;Augustinópolis ;18412;230464;0;0;1274;Centro Local;1;0;0;0,33384663;0,00031884
1702703;TO;Aurora do Tocantins ;3757;40714;0;0;1090;Centro Local;1;0;0;0,33913152;0,00000922
1702901;TO;Axixá do Tocantins ;9756;102604;35633;0;1050;Centro Local;1;0;0;0,32319618;0,00009073
1703008;TO;Babaçulândia ;10664;102479;0;0;953;Centro Local;1;0;0;0,29649891;0,00000000
1703057;TO;Bandeirantes do Tocantins ;3553;68399;0;0;1954;Centro Local;1;0;0;0,30997998;0,00000106
1703073;TO;Barra do Ouro ;4591;46019;0;0;1013;Centro Local;1;0;0;0,29658003;0,00000012
1703107;TO;Barrolândia ;5632;81181;0;0;1439;Centro Local;1;0;0;0,33660415;0,00002669
1703206;TO;Bernardo Sayão ;4459;76826;0;0;1700;Centro Local;1;0;0;0,29794954;0,00000072
1703305;TO;Bom Jesus do Tocantins ;4894;63091;0;0;1342;Centro Local;1;0;0;0,30457994;0,00000000
1703602;TO;Brasilândia do Tocantins ;2201;37109;0;0;1688;Centro Local;1;0;0;0,32792836;0,00001053
1703701;TO;Brejinho de Nazaré ;5497;153703;0;0;2795;Centro Local;1;0;0;0,33141739;0,00036900
1703800;TO;Buriti do Tocantins ;11348;93244;0;0;837;Centro Local;1;0;0;0,32296508;0,00001479
1703826;TO;Cachoeirinha ;2275;25677;0;0;1128;Centro Local;1;0;0;0,32346622;0,00000125
1703842;TO;Campos Lindos ;10116;289334;74303594;0;2954;Centro Local;1;0;0;0,29716542;0,00000107
1703867;TO;Cariri do Tocantins ;4382;332889;40229013;0;7749;Centro Local;1;0;0;0,31040605;0,00000105
1703883;TO;Carmolândia ;2580;35273;0;0;1381;Centro Local;1;0;0;0,33394948;0,00000177
1703891;TO;Carrasco Bonito ;4095;37272;0;0;919;Centro Local;1;0;0;0,25113521;0,00000000
1703909;TO;Caseara ;5369;131434;167436;0;2496;Centro Local;1;0;0;0,30973199;0,00000052
1704105;TO;Centenário ;2905;32675;0;0;1140;Centro Local;1;0;0;0,29472539;0,00000000
1704600;TO;Chapada de Areia ;1406;25999;0;0;1848;Centro Local;1;0;0;0,29645025;0,00000000
1705102;TO;Chapada da Natividade ;3333;65866;0;0;1958;Centro Local;1;0;0;0,31035273;0,00000034
1705508;TO;Colinas do Tocantins ;35424;657821;1535860;1601402;1888;Centro de Zona A;3;0;0;0,40911836;0,00266189
1705557;TO;Combinado ;4852;63689;0;0;1307;Centro Local;1;0;0;0,33902546;0,00000881
1705607;TO;Conceição do Tocantins ;4105;48406;0;0;1158;Centro Local;1;0;0;0,33306704;0,00000007
1706001;TO;Couto Magalhães ;5588;91988;0;0;1664;Centro Local;1;0;0;0,33239298;0,00001615
1706100;TO;Cristalândia ;7289;105141;0;0;1426;Centro Local;1;0;0;0,31022838;0,00000086
1706258;TO;Crixás do Tocantins ;1722;41319;0;0;2419;Centro Local;1;0;0;0,31524458;0,00000238
1706506;TO;Darcinópolis ;6097;131821;0;0;2201;Centro Local;1;0;0;0,33139713;0,00000364
1707009;TO;Dianópolis ;22139;299061;1216;0;1376;Centro de Zona A;3;0;0;0,35369355;0,00049238
1707108;TO;Divinópolis do Tocantins ;6900;117500;0;0;1711;Centro Local;1;0;0;0,30860331;0,00000091
1707207;TO;Dois Irmãos do Tocantins ;7198;101243;0;0;1390;Centro Local;1;0;0;0,30800705;0,00000010
1707306;TO;Dueré ;4686;122505;0;0;2592;Centro Local;1;0;0;0,30289483;0,00000003
1707405;TO;Esperantina ;10996;84973;0;0;787;Centro Local;1;0;0;0,29981193;0,00000170
1707553;TO;Fátima ;3835;56844;0;0;1465;Centro de Zona B;2;0;0;0,37709594;0,00006761
1707652;TO;Figueirópolis ;5263;153233;34396071;0;2863;Centro Local;1;0;0;0,34828428;0,00003577
1707702;TO;Filadélfia ;8856;97768;0;0;1099;Centro Local;1;0;0;0,33581165;0,00000627
1708205;TO;Formoso do Araguaia ;18440;400186;0;860000;2142;Centro Local;1;0;0;0,33204681;0,00002220
1708254;TO;Fortaleza do Tabocão ;2589;136938;0;0;5299;Centro Local;1;0;0;0,33247454;0,00001173
1708304;TO;Goianorte ;5123;78038;0;0;1514;Centro Local;1;0;0;0,30727366;0,00000026
1709005;TO;Goiatins ;13019;149049;0;0;1149;Centro Local;1;0;0;0,29654757;0,00000000
1709302;TO;Guaraí ;25923;584923;108498993;0;2281;Centro de Zona A;3;0;0;0,41727616;0,00250221
1709500;TO;Gurupi ;86647;2155992;96681805;189183;2521;Centro Subregional B;4;0;0;0,43036367;0,00734369
1709807;TO;Ipueiras ;2015;36598;0;0;1872;Centro Local;1;0;0;0,24893216;0,00000000
1710508;TO;Itacajá ;7433;96741;0;0;1297;Centro Local;1;0;0;0,31013962;0,00000537
1710706;TO;Itaguatins ;5864;59181;0;0;990;Centro Local;1;0;0;0,30734335;0,00000233
1710904;TO;Itapiratins ;3777;69450;0;0;1841;Centro Local;1;0;0;0,29781856;0,00000000
1711100;TO;Itaporã do Tocantins ;2427;42877;0;0;1739;Centro Local;1;0;0;0,30723882;0,00000001
1711506;TO;Jaú do Tocantins ;3849;57859;0;0;1514;Centro Local;1;0;0;0,33147820;0,00000013
1711803;TO;Juarina ;2193;35420;0;0;1589;Centro Local;1;0;0;0,29075693;0,00000001
1711902;TO;Lagoa da Confusão ;13357;503230;413606;2495772;3929;Centro Local;1;0;0;0,31060172;0,00000140
1711951;TO;Lagoa do Tocantins ;4316;38403;0;0;916;Centro Local;1;0;0;0,30487119;0,00000000
1712009;TO;Lajeado ;3134;63344;0;0;2049;Centro Local;1;0;0;0,30999771;0,00000107
1712157;TO;Lavandeira ;1923;23827;0;0;1271;Centro Local;1;0;0;0,33851727;0,00000447
1712405;TO;Lizarda ;3740;34084;0;0;900;Centro Local;1;0;0;0,30485404;0,00000000
1712454;TO;Luzinópolis ;3108;33754;0;0;1111;Centro Local;1;0;0;0,32640771;0,00000519
1712504;TO;Marianópolis do Tocantins ;5175;118724;0;0;2349;Centro Local;1;0;0;0,30973199;0,00000052
1712702;TO;Mateiros ;2684;126132;1061;0;4825;Centro Local;1;0;0;0,23443921;0,00000000
1712801;TO;Maurilândia do Tocantins ;3426;33065;0;0;970;Centro Local;1;0;0;0,30720399;0,00000000
1713205;TO;Miracema do Tocantins ;18248;520536;0;0;2732;Centro de Zona B;2;0;0;0,34661380;0,00008756
1713304;TO;Miranorte ;13434;218788;54756;0;1630;Centro Local;1;0;0;0,40240552;0,00085948
1713601;TO;Monte do Carmo ;7947;158920;0;0;2045;Centro Local;1;0;0;0,30621469;0,00036900
1713700;TO;Monte Santo do Tocantins ;2279;36442;0;0;1610;Centro Local;1;0;0;0,30797204;0,00000010
1713809;TO;Palmeiras do Tocantins ;6658;64143;0;0;982;Centro Local;1;0;0;0,33382607;0,00000049
1713957;TO;Muricilândia ;3551;42999;0;0;1226;Centro Local;1;0;0;0,29700258;0,00000079
1714203;TO;Natividade ;9244;114534;0;0;1230;Centro de Zona B;2;0;0;0,35080906;0,00010151
1714302;TO;Nazaré ;3898;44499;0;0;1096;Centro Local;1;0;0;0,33052811;0,00004339
1714880;TO;Nova Olinda ;11819;269966;7105529;0;2304;Centro Local;1;0;0;0,37197173;0,00031517
1715002;TO;Nova Rosalândia ;4260;48708;0;0;1159;Centro Local;1;0;0;0,35060483;0,00004770
1715101;TO;Novo Acordo ;4342;46084;0;0;1080;Centro Local;1;0;0;0,30487119;0,00000000
1715150;TO;Novo Alegre ;2332;26726;0;0;1136;Centro Local;1;0;0;0,33919519;0,00000557
1715259;TO;Novo Jardim ;2722;28875;0;0;1071;Centro Local;1;0;0;0,32763102;0,00000857
1715507;TO;Oliveira de Fátima ;1112;19566;0;0;1763;Centro Local;1;0;0;0,34308140;0,00001213
1715705;TO;Palmeirante ;6026;81815;17738242;0;1396;Centro Local;1;0;0;0,29762232;0,00000000
1715754;TO;Palmeirópolis ;7659;111405;0;0;1449;Centro de Zona B;2;0;0;0,33263778;0,00000609
1716109;TO;Paraíso do Tocantins ;51252;1196353;56189824;169819;2376;Centro de Zona A;3;0;0;0,42133085;0,00409195
1716208;TO;Paranã ;10449;212625;0;0;2013;Centro Local;1;0;0;0,33378495;0,00000526
1716307;TO;Pau D'Arco ;4849;74359;0;0;1532;Centro Local;1;0;0;0,31005091;0,00000200
1716505;TO;Pedro Afonso ;13578;666116;2947191;0;5013;Centro de Zona B;2;0;0;0,30980280;0,00000367
1716604;TO;Peixe ;11749;539063;1942680;0;4651;Centro Local;1;0;0;0,33231147;0,00001612
1716653;TO;Pequizeiro ;5477;74438;0;0;1365;Centro Local;1;0;0;0,33979061;0,00001570
1716703;TO;Colméia ;8205;142553;0;0;1695;Centro Local;1;0;0;0,34812769;0,00007464
1717008;TO;Pindorama do Tocantins ;4447;48553;0;0;1074;Centro Local;1;0;0;0,30628391;0,00000008
1717206;TO;Piraquê ;3028;45381;0;0;1491;Centro Local;1;0;0;0,29977876;0,00000001
1717503;TO;Pium ;7654;139640;0;0;1853;Centro Local;1;0;0;0,30791956;0,00000000
1717800;TO;Ponte Alta do Bom Jesus ;4596;44619;0;0;961;Centro Local;1;0;0;0,33740040;0,00000425
1717909;TO;Ponte Alta do Tocantins ;8039;78589;37381;0;989;Centro Local;1;0;0;0,30640511;0,00000086
1718006;TO;Porto Alegre do Tocantins ;3139;28759;0;0;927;Centro Local;1;0;0;0,33436151;0,00000487
1718204;TO;Porto Nacional ;53010;2627604;151191291;96976531;4974;Centro de Zona A;3;0;0;0,41538933;0,00177124
1718303;TO;Praia Norte ;8432;68564;0;0;820;Centro Local;1;0;0;0,31968857;0,00000000
1718402;TO;Presidente Kennedy ;3684;49744;0;0;1333;Centro Local;1;0;0;0,37105497;0,00009938
1718451;TO;Pugmil ;2688;48530;0;0;1831;Centro Local;1;0;0;0,31181682;0,00000154
1718501;TO;Recursolândia ;4293;40866;0;0;966;Centro Local;1;0;0;0,29443720;0,00000000
1718550;TO;Riachinho ;4645;44906;0;0;976;Centro Local;1;0;0;0,33198579;0,00000409
1718659;TO;Rio da Conceição ;2130;18994;0;0;922;Centro Local;1;0;0;0,00000000;0,00000000
1718709;TO;Rio dos Bois ;2834;44048;0;0;1568;Centro Local;1;0;0;0,31054833;0,00000207
1718758;TO;Rio Sono ;6478;61135;0;0;939;Centro Local;1;0;0;0,30487119;0,00000000
1718808;TO;Sampaio ;4711;37199;0;0;812;Centro Local;1;0;0;0,00000000;0,00000000
1718840;TO;Sandolândia ;3375;69020;0;0;2024;Centro Local;1;0;0;0,30122826;0,00000001
1718865;TO;Santa Fé do Araguaia ;7512;112724;0;0;1523;Centro Local;1;0;0;0,29653135;0,00000000
1718881;TO;Santa Maria do Tocantins ;3434;39837;0;0;1187;Centro Local;1;0;0;0,31720021;0,00001209
1718899;TO;Santa Rita do Tocantins ;2365;83663;0;0;3571;Centro Local;1;0;0;0,32499850;0,00000235
1718907;TO;Santa Rosa do Tocantins ;4829;145602;4673992;0;3013;Centro Local;1;0;0;0,32759142;0,00001140
1719004;TO;Santa Tereza do Tocantins ;2866;31852;0;0;1128;Centro Local;1;0;0;0,30497412;0,00000012
1720002;TO;Santa Terezinha do Tocantins ;2529;30608;0;0;1200;Centro Local;1;0;0;0,26060198;0,00000000
1720101;TO;São Bento do Tocantins ;5324;49308;0;0;943;Centro Local;1;0;0;0,32570158;0,00000235
1720150;TO;São Félix do Tocantins ;1585;18405;0;0;1172;Centro Local;1;0;0;0,00000000;0,00000000
1720200;TO;São Miguel do Tocantins ;12139;101820;490852;0;855;Centro Local;1;0;0;0,29491784;0,00001809
1720259;TO;São Salvador do Tocantins ;3082;33687;0;0;1092;Centro Local;1;0;0;0,33239298;0,00000256
1720309;TO;São Sebastião do Tocantins ;4805;44135;0;0;929;Centro Local;1;0;0;0,29893553;0,00000094
1720499;TO;São Valério ;3960;135411;0;0;3294;Centro Local;1;0;0;0,33196546;0,00000417
1720655;TO;Silvanópolis ;5403;146571;32796693;0;2715;Centro Local;1;0;0;0,32765083;0,00001828
1720804;TO;Sítio Novo do Tocantins ;9029;88308;0;0;961;Centro Local;1;0;0;0,29640162;0,00002832
1720853;TO;Sucupira ;1966;58815;0;0;3030;Centro Local;1;0;0;0,30094392;0,00000000
1720903;TO;Taguatinga ;16683;226791;102412;0;1372;Centro de Zona B;2;0;0;0,34058062;0,00002112
1720937;TO;Taipas do Tocantins ;2148;21913;0;0;1029;Centro Local;1;0;0;0,26129297;0,00000000
1720978;TO;Talismã ;2793;82211;0;0;2960;Centro Local;1;0;0;0,34011044;0,00000122
1721000;TO;Palmas ;299127;8246273;298107935;64300227;2875;Capital Regional B;7;170;0;0,43851133;0,01074321
1721109;TO;Tocantínia ;7545;67221;0;0;901;Centro Local;1;0;0;0,30485404;0,00000000
1721208;TO;Tocantinópolis ;22870;293807;0;0;1271;Centro de Zona A;3;0;0;0,33620743;0,00011664
1721257;TO;Tupirama ;1891;46058;6118882;0;2499;Centro Local;1;0;0;0,00000000;0,00000000
1721307;TO;Tupiratins ;2671;28469;0;0;1106;Centro Local;1;0;0;0,29781856;0,00000000
1722081;TO;Wanderlândia ;11683;157728;0;1150094;1351;Centro Local;1;0;0;0,34668031;0,00005128
1722107;TO;Xambioá ;11540;339089;0;2133403;2902;Centro Local;1;0;0;0,34100919;0,00002097
2100055;MA;Açailândia ;112445;2202287;168073490;6285231;1978;Centro de Zona A;3;0;0;0,41481708;0,00162904
2100105;MA;Afonso Cunha ;6524;44978;0;0;693;Centro Local;1;0;0;0,25080981;0,00000000
2100154;MA;Água Doce do Maranhão ;12571;73445;0;0;590;Centro Local;1;0;0;0,28307307;0,00000082
2100204;MA;Alcântara ;22097;116770;0;0;539;Centro Local;1;0;0;0,29716542;0,00000000
2100303;MA;Aldeias Altas ;26532;174528;0;0;661;Centro Local;1;0;0;0,28026268;0,00000000
2100402;MA;Altamira do Maranhão ;8128;56487;0;0;700;Centro Local;1;0;0;0,29586768;0,00000187
2100436;MA;Alto Alegre do Maranhão ;27053;220570;0;0;821;Centro Local;1;0;0;0,34482759;0,00015921
2100477;MA;Alto Alegre do Pindaré ;31919;182418;0;0;583;Centro Local;1;0;0;0,30097734;0,00000000
2100501;MA;Alto Parnaíba ;11190;287919;11858120;0;2617;Centro de Zona B;2;0;0;0,33758954;0,00000152
2100550;MA;Amapá do Maranhão ;6962;49167;0;0;713;Centro Local;1;0;0;0,30384572;0,00000010
2100600;MA;Amarante do Maranhão ;41435;274034;0;0;667;Centro Local;1;0;0;0,29939789;0,00000116
2100709;MA;Anajatuba ;26803;177430;0;0;649;Centro Local;1;0;0;0,29710026;0,00000000
2100808;MA;Anapurus ;15732;136269;92927905;0;868;Centro Local;1;0;0;0,34245277;0,00010992
2100832;MA;Apicum-Açu ;17239;104336;0;0;568;Centro Local;1;0;0;0,30500844;0,00002526
2100873;MA;Araguanã ;15426;77960;0;0;508;Centro Local;1;0;0;0,33235222;0,00001541
2100907;MA;Araioses ;46440;269902;0;0;586;Centro de Zona B;2;0;0;0,33473320;0,00000369
2100956;MA;Arame ;32701;212474;0;0;661;Centro Local;1;0;0;0,29470937;0,00000000
2101004;MA;Arari ;29848;230360;0;0;784;Centro Local;1;0;0;0,38236332;0,00070472
2101103;MA;Axixá ;12130;68996;0;0;576;Centro Local;1;0;0;0,29710026;0,00000000
2101202;MA;Bacabal ;104949;1137995;0;14501;1101;Centro Subregional A;5;0;0;0,38797423;0,00457316
2101251;MA;Bacabeira ;17055;339837;800000;9729;1993;Centro Local;1;0;0;0,37477527;0,00169467
2101301;MA;Bacuri ;18582;96837;0;0;555;Centro Local;1;0;0;0,30179854;0,00000175
2101350;MA;Bacurituba ;5644;35188;0;0;631;Centro Local;1;0;0;0,29714912;0,00000000
2101400;MA;Balsas ;94887;3046413;515795026;6429970;3214;Centro Subregional B;4;0;0;0,37511247;0,00227707
2101509;MA;Barão de Grajaú ;18820;210650;0;0;1131;Centro Local;1;0;0;0,33898305;0,00041701
2101608;MA;Barra do Corda ;88212;651887;1183;0;748;Centro de Zona A;3;0;0;0,34761416;0,00065616
2101707;MA;Barreirinhas ;62528;459506;0;0;736;Centro Local;1;0;0;0,29718171;0,00000052
2101731;MA;Belágua ;7469;47686;0;0;642;Centro Local;1;0;0;0,29701885;0,00000000
2101772;MA;Bela Vista do Maranhão ;11209;79952;0;0;720;Centro Local;1;0;0;0,28267446;0,00000067
2101806;MA;Benedito Leite ;5632;39864;0;0;721;Centro Local;1;0;0;0,30900798;0,00000006
2101905;MA;Bequimão ;21280;119427;0;0;572;Centro Local;1;0;0;0,29716542;0,00000000
2101939;MA;Bernardo do Mearim ;6043;49309;0;0;826;Centro Local;1;0;0;0,30842770;0,00000841
2101970;MA;Boa Vista do Gurupi ;9287;61616;0;0;661;Centro Local;1;0;0;0,31822452;0,00002950
2102002;MA;Bom Jardim ;41630;303401;0;0;738;Centro Local;1;0;0;0,30581730;0,00000060
2102036;MA;Bom Jesus das Selvas ;34028;262621;0;0;766;Centro Local;1;0;0;0,34262596;0,00000038
2102077;MA;Bom Lugar ;16294;86132;0;0;531;Centro Local;1;0;0;0,27953995;0,00000000
2102101;MA;Brejo ;36397;274984;0;0;762;Centro de Zona B;2;0;0;0,31320428;0,00008018
2102150;MA;Brejo de Areia ;9188;52190;0;0;600;Centro Local;1;0;0;0,27959763;0,00000000
