cod_mun;Município;dom;int;classes_voos_dom_2019;classes_voos_int_2019
4211801;ouro;0;0;1 - sem passageiros;1 - sem passageiros
4211850;ouro verde;0;0;1 - sem passageiros;1 - sem passageiros
4211876;paial;0;0;1 - sem passageiros;1 - sem passageiros
4211892;painel;0;0;1 - sem passageiros;1 - sem passageiros
4211900;palhoça;0;0;1 - sem passageiros;1 - sem passageiros
4212007;palma sola;0;0;1 - sem passageiros;1 - sem passageiros
4212056;palmeira;0;0;1 - sem passageiros;1 - sem passageiros
4212106;palmitos;0;0;1 - sem passageiros;1 - sem passageiros
4212205;papanduva;0;0;1 - sem passageiros;1 - sem passageiros
4212239;paraíso;0;0;1 - sem passageiros;1 - sem passageiros
4212254;passo de torres;0;0;1 - sem passageiros;1 - sem passageiros
4212270;passos maia;0;0;1 - sem passageiros;1 - sem passageiros
4212304;paulo lopes;0;0;1 - sem passageiros;1 - sem passageiros
4212403;pedras grandes;0;0;1 - sem passageiros;1 - sem passageiros
4212502;penha;0;0;1 - sem passageiros;1 - sem passageiros
4212601;peritiba;0;0;1 - sem passageiros;1 - sem passageiros
4212650;pescaria brava;0;0;1 - sem passageiros;1 - sem passageiros
4212700;petrolândia;0;0;1 - sem passageiros;1 - sem passageiros
4212809;balneário piçarras;0;0;1 - sem passageiros;1 - sem passageiros
4212908;pinhalzinho;0;0;1 - sem passageiros;1 - sem passageiros
4213005;pinheiro preto;0;0;1 - sem passageiros;1 - sem passageiros
4213104;piratuba;0;0;1 - sem passageiros;1 - sem passageiros
4213153;planalto alegre;0;0;1 - sem passageiros;1 - sem passageiros
4213203;pomerode;0;0;1 - sem passageiros;1 - sem passageiros
4213302;ponte alta;0;0;1 - sem passageiros;1 - sem passageiros
4213351;ponte alta do norte;0;0;1 - sem passageiros;1 - sem passageiros
4213401;ponte serrada;0;0;1 - sem passageiros;1 - sem passageiros
4213500;porto belo;0;0;1 - sem passageiros;1 - sem passageiros
4213609;porto união;0;0;1 - sem passageiros;1 - sem passageiros
4213708;pouso redondo;0;0;1 - sem passageiros;1 - sem passageiros
4213807;praia grande;0;0;1 - sem passageiros;1 - sem passageiros
4213906;presidente castello branco;0;0;1 - sem passageiros;1 - sem passageiros
4214003;presidente getúlio;0;0;1 - sem passageiros;1 - sem passageiros
4214102;presidente nereu;0;0;1 - sem passageiros;1 - sem passageiros
4214151;princesa;0;0;1 - sem passageiros;1 - sem passageiros
4214201;quilombo;0;0;1 - sem passageiros;1 - sem passageiros
4214300;rancho queimado;0;0;1 - sem passageiros;1 - sem passageiros
4214409;rio das antas;0;0;1 - sem passageiros;1 - sem passageiros
4214508;rio do campo;0;0;1 - sem passageiros;1 - sem passageiros
4214607;rio do oeste;0;0;1 - sem passageiros;1 - sem passageiros
4214706;rio dos cedros;0;0;1 - sem passageiros;1 - sem passageiros
4214805;rio do sul;0;0;1 - sem passageiros;1 - sem passageiros
4214904;rio fortuna;0;0;1 - sem passageiros;1 - sem passageiros
4215000;rio negrinho;0;0;1 - sem passageiros;1 - sem passageiros
4215059;rio rufino;0;0;1 - sem passageiros;1 - sem passageiros
4215075;riqueza;0;0;1 - sem passageiros;1 - sem passageiros
4215109;rodeio;0;0;1 - sem passageiros;1 - sem passageiros
4215208;romelândia;0;0;1 - sem passageiros;1 - sem passageiros
4215307;salete;0;0;1 - sem passageiros;1 - sem passageiros
4215356;saltinho;0;0;1 - sem passageiros;1 - sem passageiros
4215406;salto veloso;0;0;1 - sem passageiros;1 - sem passageiros
4215455;sangão;0;0;1 - sem passageiros;1 - sem passageiros
4215505;santa cecília;0;0;1 - sem passageiros;1 - sem passageiros
4215554;santa helena;0;0;1 - sem passageiros;1 - sem passageiros
4215604;santa rosa de lima;0;0;1 - sem passageiros;1 - sem passageiros
4215653;santa rosa do sul;0;0;1 - sem passageiros;1 - sem passageiros
4215679;santa terezinha;0;0;1 - sem passageiros;1 - sem passageiros
4215687;santa terezinha do progresso;0;0;1 - sem passageiros;1 - sem passageiros
4215695;santiago do sul;0;0;1 - sem passageiros;1 - sem passageiros
4215703;santo amaro da imperatriz;0;0;1 - sem passageiros;1 - sem passageiros
4215752;são bernardino;0;0;1 - sem passageiros;1 - sem passageiros
4215802;são bento do sul;0;0;1 - sem passageiros;1 - sem passageiros
4215901;são bonifácio;0;0;1 - sem passageiros;1 - sem passageiros
4216008;são carlos;0;0;1 - sem passageiros;1 - sem passageiros
4216057;são cristóvão do sul;0;0;1 - sem passageiros;1 - sem passageiros
4216107;são domingos;0;0;1 - sem passageiros;1 - sem passageiros
4216206;são francisco do sul;0;0;1 - sem passageiros;1 - sem passageiros
4216255;são joão do oeste;0;0;1 - sem passageiros;1 - sem passageiros
4216305;são joão batista;0;0;1 - sem passageiros;1 - sem passageiros
4216354;são joão do itaperiú;0;0;1 - sem passageiros;1 - sem passageiros
4216404;são joão do sul;0;0;1 - sem passageiros;1 - sem passageiros
4216503;são joaquim;0;0;1 - sem passageiros;1 - sem passageiros
4216602;são josé;0;0;1 - sem passageiros;1 - sem passageiros
4216701;são josé do cedro;0;0;1 - sem passageiros;1 - sem passageiros
4216800;são josé do cerrito;0;0;1 - sem passageiros;1 - sem passageiros
4216909;são lourenço do oeste;0;0;1 - sem passageiros;1 - sem passageiros
4217006;são ludgero;0;0;1 - sem passageiros;1 - sem passageiros
4217105;são martinho;0;0;1 - sem passageiros;1 - sem passageiros
4217154;são miguel da boa vista;0;0;1 - sem passageiros;1 - sem passageiros
4217204;são miguel do oeste;0;0;1 - sem passageiros;1 - sem passageiros
4217253;são pedro de alcântara;0;0;1 - sem passageiros;1 - sem passageiros
4217303;saudades;0;0;1 - sem passageiros;1 - sem passageiros
4217402;schroeder;0;0;1 - sem passageiros;1 - sem passageiros
4217501;seara;0;0;1 - sem passageiros;1 - sem passageiros
4217550;serra alta;0;0;1 - sem passageiros;1 - sem passageiros
4217600;siderópolis;0;0;1 - sem passageiros;1 - sem passageiros
4217709;sombrio;0;0;1 - sem passageiros;1 - sem passageiros
4217758;sul brasil;0;0;1 - sem passageiros;1 - sem passageiros
4217808;taió;0;0;1 - sem passageiros;1 - sem passageiros
4217907;tangará;0;0;1 - sem passageiros;1 - sem passageiros
4217956;tigrinhos;0;0;1 - sem passageiros;1 - sem passageiros
4218004;tijucas;0;0;1 - sem passageiros;1 - sem passageiros
4218103;timbé do sul;0;0;1 - sem passageiros;1 - sem passageiros
4218202;timbó;0;0;1 - sem passageiros;1 - sem passageiros
4218251;timbó grande;0;0;1 - sem passageiros;1 - sem passageiros
4218301;três barras;0;0;1 - sem passageiros;1 - sem passageiros
4218350;treviso;0;0;1 - sem passageiros;1 - sem passageiros
4218400;treze de maio;0;0;1 - sem passageiros;1 - sem passageiros
4218509;treze tílias;0;0;1 - sem passageiros;1 - sem passageiros
4218608;trombudo central;0;0;1 - sem passageiros;1 - sem passageiros
4218707;tubarão;0;0;1 - sem passageiros;1 - sem passageiros
4218756;tunápolis;0;0;1 - sem passageiros;1 - sem passageiros
4218806;turvo;0;0;1 - sem passageiros;1 - sem passageiros
4218855;união do oeste;0;0;1 - sem passageiros;1 - sem passageiros
4218905;urubici;0;0;1 - sem passageiros;1 - sem passageiros
4218954;urupema;0;0;1 - sem passageiros;1 - sem passageiros
4219002;urussanga;0;0;1 - sem passageiros;1 - sem passageiros
4219101;vargeão;0;0;1 - sem passageiros;1 - sem passageiros
4219150;vargem;0;0;1 - sem passageiros;1 - sem passageiros
4219176;vargem bonita;0;0;1 - sem passageiros;1 - sem passageiros
4219200;vidal ramos;0;0;1 - sem passageiros;1 - sem passageiros
4219309;videira;0;0;1 - sem passageiros;1 - sem passageiros
4219358;vitor meireles;0;0;1 - sem passageiros;1 - sem passageiros
4219408;witmarsum;0;0;1 - sem passageiros;1 - sem passageiros
4219507;xanxerê;0;0;1 - sem passageiros;1 - sem passageiros
4219606;xavantina;0;0;1 - sem passageiros;1 - sem passageiros
4219705;xaxim;0;0;1 - sem passageiros;1 - sem passageiros
4219853;zortéa;0;0;1 - sem passageiros;1 - sem passageiros
4220000;balneário rincão;0;0;1 - sem passageiros;1 - sem passageiros
4300034;aceguá;0;0;1 - sem passageiros;1 - sem passageiros
4300059;água santa;0;0;1 - sem passageiros;1 - sem passageiros
4300109;agudo;0;0;1 - sem passageiros;1 - sem passageiros
4300208;ajuricaba;0;0;1 - sem passageiros;1 - sem passageiros
4300307;alecrim;0;0;1 - sem passageiros;1 - sem passageiros
4300406;alegrete;0;0;1 - sem passageiros;1 - sem passageiros
4300455;alegria;0;0;1 - sem passageiros;1 - sem passageiros
4300471;almirante tamandaré do sul;0;0;1 - sem passageiros;1 - sem passageiros
4300505;alpestre;0;0;1 - sem passageiros;1 - sem passageiros
4300554;alto alegre;0;0;1 - sem passageiros;1 - sem passageiros
4300570;alto feliz;0;0;1 - sem passageiros;1 - sem passageiros
4300604;alvorada;0;0;1 - sem passageiros;1 - sem passageiros
4300638;amaral ferrador;0;0;1 - sem passageiros;1 - sem passageiros
4300646;ametista do sul;0;0;1 - sem passageiros;1 - sem passageiros
4300661;andré da rocha;0;0;1 - sem passageiros;1 - sem passageiros
4300703;anta gorda;0;0;1 - sem passageiros;1 - sem passageiros
4300802;antônio prado;0;0;1 - sem passageiros;1 - sem passageiros
4300851;arambaré;0;0;1 - sem passageiros;1 - sem passageiros
4300877;araricá;0;0;1 - sem passageiros;1 - sem passageiros
4300901;aratiba;0;0;1 - sem passageiros;1 - sem passageiros
4301008;arroio do meio;0;0;1 - sem passageiros;1 - sem passageiros
4301057;arroio do sal;0;0;1 - sem passageiros;1 - sem passageiros
4301073;arroio do padre;0;0;1 - sem passageiros;1 - sem passageiros
4301107;arroio dos ratos;0;0;1 - sem passageiros;1 - sem passageiros
4301206;arroio do tigre;0;0;1 - sem passageiros;1 - sem passageiros
4301305;arroio grande;0;0;1 - sem passageiros;1 - sem passageiros
4301404;arvorezinha;0;0;1 - sem passageiros;1 - sem passageiros
4301503;augusto pestana;0;0;1 - sem passageiros;1 - sem passageiros
4301552;áurea;0;0;1 - sem passageiros;1 - sem passageiros
4301602;bagé;301;145;2 - até 1.000;2 - até 1.000
4301636;balneário pinhal;0;0;1 - sem passageiros;1 - sem passageiros
4301651;barão;0;0;1 - sem passageiros;1 - sem passageiros
4301701;barão de cotegipe;0;0;1 - sem passageiros;1 - sem passageiros
4301750;barão do triunfo;0;0;1 - sem passageiros;1 - sem passageiros
4301800;barracão;0;0;1 - sem passageiros;1 - sem passageiros
4301859;barra do guarita;0;0;1 - sem passageiros;1 - sem passageiros
4301875;barra do quaraí;0;0;1 - sem passageiros;1 - sem passageiros
4301909;barra do ribeiro;0;0;1 - sem passageiros;1 - sem passageiros
4301925;barra do rio azul;0;0;1 - sem passageiros;1 - sem passageiros
4301958;barra funda;0;0;1 - sem passageiros;1 - sem passageiros
4302006;barros cassal;0;0;1 - sem passageiros;1 - sem passageiros
4302055;benjamin constant do sul;0;0;1 - sem passageiros;1 - sem passageiros
4302105;bento gonçalves;0;0;1 - sem passageiros;1 - sem passageiros
4302154;boa vista das missões;0;0;1 - sem passageiros;1 - sem passageiros
4302204;boa vista do buricá;0;0;1 - sem passageiros;1 - sem passageiros
4302220;boa vista do cadeado;0;0;1 - sem passageiros;1 - sem passageiros
4302238;boa vista do incra;0;0;1 - sem passageiros;1 - sem passageiros
4302253;boa vista do sul;0;0;1 - sem passageiros;1 - sem passageiros
4302303;bom jesus;0;0;1 - sem passageiros;1 - sem passageiros
4302352;bom princípio;0;0;1 - sem passageiros;1 - sem passageiros
4302378;bom progresso;0;0;1 - sem passageiros;1 - sem passageiros
4302402;bom retiro do sul;0;0;1 - sem passageiros;1 - sem passageiros
4302451;boqueirão do leão;0;0;1 - sem passageiros;1 - sem passageiros
4302501;bossoroca;0;0;1 - sem passageiros;1 - sem passageiros
4302584;bozano;0;0;1 - sem passageiros;1 - sem passageiros
4302600;braga;0;0;1 - sem passageiros;1 - sem passageiros
4302659;brochier;0;0;1 - sem passageiros;1 - sem passageiros
4302709;butiá;0;0;1 - sem passageiros;1 - sem passageiros
4302808;caçapava do sul;0;0;1 - sem passageiros;1 - sem passageiros
4302907;cacequi;0;0;1 - sem passageiros;1 - sem passageiros
4303004;cachoeira do sul;0;0;1 - sem passageiros;1 - sem passageiros
4303103;cachoeirinha;0;0;1 - sem passageiros;1 - sem passageiros
4303202;cacique doble;0;0;1 - sem passageiros;1 - sem passageiros
4303301;caibaté;0;0;1 - sem passageiros;1 - sem passageiros
4303400;caiçara;0;0;1 - sem passageiros;1 - sem passageiros
4303509;camaquã;0;0;1 - sem passageiros;1 - sem passageiros
4303558;camargo;0;0;1 - sem passageiros;1 - sem passageiros
4303608;cambará do sul;0;0;1 - sem passageiros;1 - sem passageiros
4303673;campestre da serra;0;0;1 - sem passageiros;1 - sem passageiros
4303707;campina das missões;0;0;1 - sem passageiros;1 - sem passageiros
4303806;campinas do sul;0;0;1 - sem passageiros;1 - sem passageiros
4303905;campo bom;0;0;1 - sem passageiros;1 - sem passageiros
4304002;campo novo;0;0;1 - sem passageiros;1 - sem passageiros
4304101;campos borges;0;0;1 - sem passageiros;1 - sem passageiros
4304200;candelária;0;0;1 - sem passageiros;1 - sem passageiros
4304309;cândido godói;0;0;1 - sem passageiros;1 - sem passageiros
4304358;candiota;0;0;1 - sem passageiros;1 - sem passageiros
4304408;canela;0;0;1 - sem passageiros;1 - sem passageiros
4304507;canguçu;0;0;1 - sem passageiros;1 - sem passageiros
4304606;canoas;0;0;1 - sem passageiros;1 - sem passageiros
4304614;canudos do vale;0;0;1 - sem passageiros;1 - sem passageiros
4304622;capão bonito do sul;0;0;1 - sem passageiros;1 - sem passageiros
4304630;capão da canoa;0;0;1 - sem passageiros;1 - sem passageiros
4304655;capão do cipó;0;0;1 - sem passageiros;1 - sem passageiros
4304663;capão do leão;0;0;1 - sem passageiros;1 - sem passageiros
4304671;capivari do sul;0;0;1 - sem passageiros;1 - sem passageiros
4304689;capela de santana;0;0;1 - sem passageiros;1 - sem passageiros
4304697;capitão;0;0;1 - sem passageiros;1 - sem passageiros
4304705;carazinho;0;0;1 - sem passageiros;1 - sem passageiros
4304713;caraá;0;0;1 - sem passageiros;1 - sem passageiros
4304804;carlos barbosa;0;0;1 - sem passageiros;1 - sem passageiros
4304853;carlos gomes;0;0;1 - sem passageiros;1 - sem passageiros
4304903;casca;0;0;1 - sem passageiros;1 - sem passageiros
4304952;caseiros;0;0;1 - sem passageiros;1 - sem passageiros
4305009;catuípe;0;0;1 - sem passageiros;1 - sem passageiros
4305108;caxias do sul;104034;0;5 - de 100.001 até 1.000.000;1 - sem passageiros
4305116;centenário;0;0;1 - sem passageiros;1 - sem passageiros
4305124;cerrito;0;0;1 - sem passageiros;1 - sem passageiros
4305132;cerro branco;0;0;1 - sem passageiros;1 - sem passageiros
4305157;cerro grande;0;0;1 - sem passageiros;1 - sem passageiros
4305173;cerro grande do sul;0;0;1 - sem passageiros;1 - sem passageiros
4305207;cerro largo;0;0;1 - sem passageiros;1 - sem passageiros
4305306;chapada;0;0;1 - sem passageiros;1 - sem passageiros
4305355;charqueadas;0;0;1 - sem passageiros;1 - sem passageiros
4305371;charrua;0;0;1 - sem passageiros;1 - sem passageiros
4305405;chiapetta;0;0;1 - sem passageiros;1 - sem passageiros
4305439;chuí;0;0;1 - sem passageiros;1 - sem passageiros
4305447;chuvisca;0;0;1 - sem passageiros;1 - sem passageiros
4305454;cidreira;0;0;1 - sem passageiros;1 - sem passageiros
4305504;ciríaco;0;0;1 - sem passageiros;1 - sem passageiros
4305587;colinas;0;0;1 - sem passageiros;1 - sem passageiros
4305603;colorado;0;0;1 - sem passageiros;1 - sem passageiros
4305702;condor;0;0;1 - sem passageiros;1 - sem passageiros
4305801;constantina;0;0;1 - sem passageiros;1 - sem passageiros
4305835;coqueiro baixo;0;0;1 - sem passageiros;1 - sem passageiros
4305850;coqueiros do sul;0;0;1 - sem passageiros;1 - sem passageiros
4305871;coronel barros;0;0;1 - sem passageiros;1 - sem passageiros
4305900;coronel bicaco;0;0;1 - sem passageiros;1 - sem passageiros
4305934;coronel pilar;0;0;1 - sem passageiros;1 - sem passageiros
4305959;cotiporã;0;0;1 - sem passageiros;1 - sem passageiros
4305975;coxilha;0;0;1 - sem passageiros;1 - sem passageiros
4306007;crissiumal;0;0;1 - sem passageiros;1 - sem passageiros
4306056;cristal;0;0;1 - sem passageiros;1 - sem passageiros
4306072;cristal do sul;0;0;1 - sem passageiros;1 - sem passageiros
4306106;cruz alta;0;0;1 - sem passageiros;1 - sem passageiros
4306130;cruzaltense;0;0;1 - sem passageiros;1 - sem passageiros
4306205;cruzeiro do sul;29666;0;4 - de 10.001 até 100.000;1 - sem passageiros
4306304;david canabarro;0;0;1 - sem passageiros;1 - sem passageiros
4306320;derrubadas;0;0;1 - sem passageiros;1 - sem passageiros
4306353;dezesseis de novembro;0;0;1 - sem passageiros;1 - sem passageiros
4306379;dilermando de aguiar;0;0;1 - sem passageiros;1 - sem passageiros
4306403;dois irmãos;0;0;1 - sem passageiros;1 - sem passageiros
4306429;dois irmãos das missões;0;0;1 - sem passageiros;1 - sem passageiros
4306452;dois lajeados;0;0;1 - sem passageiros;1 - sem passageiros
4306502;dom feliciano;0;0;1 - sem passageiros;1 - sem passageiros
4306551;dom pedro de alcântara;0;0;1 - sem passageiros;1 - sem passageiros
4306601;dom pedrito;0;0;1 - sem passageiros;1 - sem passageiros
4306700;dona francisca;0;0;1 - sem passageiros;1 - sem passageiros
4306734;doutor maurício cardoso;0;0;1 - sem passageiros;1 - sem passageiros
4306759;doutor ricardo;0;0;1 - sem passageiros;1 - sem passageiros
4306767;eldorado do sul;0;0;1 - sem passageiros;1 - sem passageiros
4306809;encantado;0;0;1 - sem passageiros;1 - sem passageiros
4306908;encruzilhada do sul;0;0;1 - sem passageiros;1 - sem passageiros
4306924;engenho velho;0;0;1 - sem passageiros;1 - sem passageiros
4306932;entre-ijuís;0;0;1 - sem passageiros;1 - sem passageiros
4306957;entre rios do sul;0;0;1 - sem passageiros;1 - sem passageiros
4306973;erebango;0;0;1 - sem passageiros;1 - sem passageiros
4307005;erechim;0;0;1 - sem passageiros;1 - sem passageiros
4307054;ernestina;0;0;1 - sem passageiros;1 - sem passageiros
4307104;herval;0;0;1 - sem passageiros;1 - sem passageiros
4307203;erval grande;0;0;1 - sem passageiros;1 - sem passageiros
4307302;erval seco;0;0;1 - sem passageiros;1 - sem passageiros
4307401;esmeralda;0;0;1 - sem passageiros;1 - sem passageiros
4307450;esperança do sul;0;0;1 - sem passageiros;1 - sem passageiros
4307500;espumoso;0;0;1 - sem passageiros;1 - sem passageiros
4307559;estação;0;0;1 - sem passageiros;1 - sem passageiros
4307609;estância velha;0;0;1 - sem passageiros;1 - sem passageiros
4307708;esteio;0;0;1 - sem passageiros;1 - sem passageiros
4307807;estrela;0;0;1 - sem passageiros;1 - sem passageiros
4307815;estrela velha;0;0;1 - sem passageiros;1 - sem passageiros
4307831;eugênio de castro;0;0;1 - sem passageiros;1 - sem passageiros
4307864;fagundes varela;0;0;1 - sem passageiros;1 - sem passageiros
4307906;farroupilha;0;0;1 - sem passageiros;1 - sem passageiros
4308003;faxinal do soturno;0;0;1 - sem passageiros;1 - sem passageiros
4308052;faxinalzinho;0;0;1 - sem passageiros;1 - sem passageiros
4308078;fazenda vilanova;0;0;1 - sem passageiros;1 - sem passageiros
4308102;feliz;0;0;1 - sem passageiros;1 - sem passageiros
4308201;flores da cunha;0;0;1 - sem passageiros;1 - sem passageiros
4308250;floriano peixoto;0;0;1 - sem passageiros;1 - sem passageiros
4308300;fontoura xavier;0;0;1 - sem passageiros;1 - sem passageiros
4308409;formigueiro;0;0;1 - sem passageiros;1 - sem passageiros
4308433;forquetinha;0;0;1 - sem passageiros;1 - sem passageiros
4308458;fortaleza dos valos;0;0;1 - sem passageiros;1 - sem passageiros
4308508;frederico westphalen;0;0;1 - sem passageiros;1 - sem passageiros
4308607;garibaldi;0;0;1 - sem passageiros;1 - sem passageiros
4308656;garruchos;0;0;1 - sem passageiros;1 - sem passageiros
4308706;gaurama;0;0;1 - sem passageiros;1 - sem passageiros
4308805;general câmara;0;0;1 - sem passageiros;1 - sem passageiros
4308854;gentil;0;0;1 - sem passageiros;1 - sem passageiros
4308904;getúlio vargas;0;0;1 - sem passageiros;1 - sem passageiros
4309001;giruá;0;0;1 - sem passageiros;1 - sem passageiros
4309050;glorinha;0;0;1 - sem passageiros;1 - sem passageiros
4309100;gramado;0;0;1 - sem passageiros;1 - sem passageiros
4309126;gramado dos loureiros;0;0;1 - sem passageiros;1 - sem passageiros
4309159;gramado xavier;0;0;1 - sem passageiros;1 - sem passageiros
4309209;gravataí;0;0;1 - sem passageiros;1 - sem passageiros
4309258;guabiju;0;0;1 - sem passageiros;1 - sem passageiros
4309308;guaíba;0;0;1 - sem passageiros;1 - sem passageiros
4309407;guaporé;0;0;1 - sem passageiros;1 - sem passageiros
4309506;guarani das missões;0;0;1 - sem passageiros;1 - sem passageiros
4309555;harmonia;0;0;1 - sem passageiros;1 - sem passageiros
4309571;herveiras;0;0;1 - sem passageiros;1 - sem passageiros
4309605;horizontina;0;0;1 - sem passageiros;1 - sem passageiros
4309654;hulha negra;0;0;1 - sem passageiros;1 - sem passageiros
4309704;humaitá;0;0;1 - sem passageiros;1 - sem passageiros
4309753;ibarama;0;0;1 - sem passageiros;1 - sem passageiros
4309803;ibiaçá;0;0;1 - sem passageiros;1 - sem passageiros
4309902;ibiraiaras;0;0;1 - sem passageiros;1 - sem passageiros
4309951;ibirapuitã;0;0;1 - sem passageiros;1 - sem passageiros
4310009;ibirubá;0;0;1 - sem passageiros;1 - sem passageiros
4310108;igrejinha;0;0;1 - sem passageiros;1 - sem passageiros
4310207;ijuí;0;0;1 - sem passageiros;1 - sem passageiros
4310306;ilópolis;0;0;1 - sem passageiros;1 - sem passageiros
4310330;imbé;0;0;1 - sem passageiros;1 - sem passageiros
4310363;imigrante;0;0;1 - sem passageiros;1 - sem passageiros
4310405;independência;0;0;1 - sem passageiros;1 - sem passageiros
4310413;inhacorá;0;0;1 - sem passageiros;1 - sem passageiros
4310439;ipê;0;0;1 - sem passageiros;1 - sem passageiros
4310462;ipiranga do sul;0;0;1 - sem passageiros;1 - sem passageiros
4310504;iraí;0;0;1 - sem passageiros;1 - sem passageiros
4310538;itaara;0;0;1 - sem passageiros;1 - sem passageiros
4310553;itacurubi;0;0;1 - sem passageiros;1 - sem passageiros
4310579;itapuca;0;0;1 - sem passageiros;1 - sem passageiros
4310603;itaqui;0;0;1 - sem passageiros;1 - sem passageiros
4310652;itati;0;0;1 - sem passageiros;1 - sem passageiros
4310702;itatiba do sul;0;0;1 - sem passageiros;1 - sem passageiros
4310751;ivorá;0;0;1 - sem passageiros;1 - sem passageiros
4310801;ivoti;0;0;1 - sem passageiros;1 - sem passageiros
4310850;jaboticaba;0;0;1 - sem passageiros;1 - sem passageiros
4310876;jacuizinho;0;0;1 - sem passageiros;1 - sem passageiros
4310900;jacutinga;0;0;1 - sem passageiros;1 - sem passageiros
4311007;jaguarão;0;0;1 - sem passageiros;1 - sem passageiros
4311106;jaguari;0;0;1 - sem passageiros;1 - sem passageiros
4311122;jaquirana;0;0;1 - sem passageiros;1 - sem passageiros
4311130;jari;0;0;1 - sem passageiros;1 - sem passageiros
4311155;jóia;0;0;1 - sem passageiros;1 - sem passageiros
4311205;júlio de castilhos;0;0;1 - sem passageiros;1 - sem passageiros
4311239;lagoa bonita do sul;0;0;1 - sem passageiros;1 - sem passageiros
4311254;lagoão;0;0;1 - sem passageiros;1 - sem passageiros
4311270;lagoa dos três cantos;0;0;1 - sem passageiros;1 - sem passageiros
4311304;lagoa vermelha;0;0;1 - sem passageiros;1 - sem passageiros
4311403;lajeado;0;0;1 - sem passageiros;1 - sem passageiros
4311429;lajeado do bugre;0;0;1 - sem passageiros;1 - sem passageiros
4311502;lavras do sul;0;0;1 - sem passageiros;1 - sem passageiros
4311601;liberato salzano;0;0;1 - sem passageiros;1 - sem passageiros
4311627;lindolfo collor;0;0;1 - sem passageiros;1 - sem passageiros
4311643;linha nova;0;0;1 - sem passageiros;1 - sem passageiros
4311700;machadinho;0;0;1 - sem passageiros;1 - sem passageiros
4311718;maçambará;0;0;1 - sem passageiros;1 - sem passageiros
4311734;mampituba;0;0;1 - sem passageiros;1 - sem passageiros
4311759;manoel viana;0;0;1 - sem passageiros;1 - sem passageiros
4311775;maquiné;0;0;1 - sem passageiros;1 - sem passageiros
4311791;maratá;0;0;1 - sem passageiros;1 - sem passageiros
4311809;marau;0;0;1 - sem passageiros;1 - sem passageiros
4311908;marcelino ramos;0;0;1 - sem passageiros;1 - sem passageiros
4311981;mariana pimentel;0;0;1 - sem passageiros;1 - sem passageiros
4312005;mariano moro;0;0;1 - sem passageiros;1 - sem passageiros
4312054;marques de souza;0;0;1 - sem passageiros;1 - sem passageiros
4312104;mata;0;0;1 - sem passageiros;1 - sem passageiros
4312138;mato castelhano;0;0;1 - sem passageiros;1 - sem passageiros
4312153;mato leitão;0;0;1 - sem passageiros;1 - sem passageiros
4312179;mato queimado;0;0;1 - sem passageiros;1 - sem passageiros
4312203;maximiliano de almeida;0;0;1 - sem passageiros;1 - sem passageiros
4312252;minas do leão;0;0;1 - sem passageiros;1 - sem passageiros
4312302;miraguaí;0;0;1 - sem passageiros;1 - sem passageiros
4312351;montauri;0;0;1 - sem passageiros;1 - sem passageiros
4312377;monte alegre dos campos;0;0;1 - sem passageiros;1 - sem passageiros
4312385;monte belo do sul;0;0;1 - sem passageiros;1 - sem passageiros
4312401;montenegro;0;0;1 - sem passageiros;1 - sem passageiros
4312427;mormaço;0;0;1 - sem passageiros;1 - sem passageiros
4312443;morrinhos do sul;0;0;1 - sem passageiros;1 - sem passageiros
4312450;morro redondo;0;0;1 - sem passageiros;1 - sem passageiros
4312476;morro reuter;0;0;1 - sem passageiros;1 - sem passageiros
4312500;mostardas;0;0;1 - sem passageiros;1 - sem passageiros
4312609;muçum;0;0;1 - sem passageiros;1 - sem passageiros
4312617;muitos capões;0;0;1 - sem passageiros;1 - sem passageiros
4312625;muliterno;0;0;1 - sem passageiros;1 - sem passageiros
4312658;não-me-toque;0;0;1 - sem passageiros;1 - sem passageiros
4312674;nicolau vergueiro;0;0;1 - sem passageiros;1 - sem passageiros
4312708;nonoai;0;0;1 - sem passageiros;1 - sem passageiros
4312757;nova alvorada;0;0;1 - sem passageiros;1 - sem passageiros
4312807;nova araçá;0;0;1 - sem passageiros;1 - sem passageiros
4312906;nova bassano;0;0;1 - sem passageiros;1 - sem passageiros
4312955;nova boa vista;0;0;1 - sem passageiros;1 - sem passageiros
4313003;nova bréscia;0;0;1 - sem passageiros;1 - sem passageiros
4313011;nova candelária;0;0;1 - sem passageiros;1 - sem passageiros
4313037;nova esperança do sul;0;0;1 - sem passageiros;1 - sem passageiros
4313060;nova hartz;0;0;1 - sem passageiros;1 - sem passageiros
4313086;nova pádua;0;0;1 - sem passageiros;1 - sem passageiros
4313102;nova palma;0;0;1 - sem passageiros;1 - sem passageiros
4313201;nova petrópolis;0;0;1 - sem passageiros;1 - sem passageiros
4313300;nova prata;0;0;1 - sem passageiros;1 - sem passageiros
4313334;nova ramada;0;0;1 - sem passageiros;1 - sem passageiros
4313359;nova roma do sul;0;0;1 - sem passageiros;1 - sem passageiros
4313375;nova santa rita;0;0;1 - sem passageiros;1 - sem passageiros
4313391;novo cabrais;0;0;1 - sem passageiros;1 - sem passageiros
4313409;novo hamburgo;0;0;1 - sem passageiros;1 - sem passageiros
4313425;novo machado;0;0;1 - sem passageiros;1 - sem passageiros
4313441;novo tiradentes;0;0;1 - sem passageiros;1 - sem passageiros
